id,action_type,created,metadata_json,occurred_at,question,run,target_id,updated,user
cm91kwol394we3m,proposal_view,2026-08-01 08:39:58.285Z,,2026-08-01 08:39:58.953Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:39:58.285Z,34063db6dedf42bc
f12jqthr1jaw3x3,page_view,2026-08-01 08:39:58.317Z,"{""from"": ""/questions/0w3z1e5u1y1d83t/proposals/new"", ""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ag1c4yqxa4oe2w4""}",2026-08-01 08:39:58.964Z,0w3z1e5u1y1d83t,,,2026-08-01 08:39:58.317Z,34063db6dedf42bc
jvu3h3npw7mpbhg,tab_switch,2026-08-01 08:40:13.083Z,"{""state"": ""visible""}",2026-08-01 08:40:13.045Z,,,,2026-08-01 08:40:13.083Z,407be8b01d4ce342
82bhjwliw6l5yg3,page_view,2026-08-01 08:40:14.729Z,"{""from"": ""/de/questions/0w3z1e5u1y1d83t/proposals/subscriptions"", ""to"": ""/de/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:14.712Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:14.729Z,407be8b01d4ce342
iv9h3qlouqvor5v,page_view,2026-08-01 08:40:15.709Z,"{""from"": ""/de/questions/0w3z1e5u1y1d83t/proposals/ideas"", ""to"": ""/de/questions/0w3z1e5u1y1d83t/proposals/question""}",2026-08-01 08:40:15.695Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:15.709Z,407be8b01d4ce342
60ptair97df4z33,page_view,2026-08-01 08:40:15.959Z,"{""from"": ""/de/questions/0w3z1e5u1y1d83t/proposals/question"", ""to"": ""/de/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:15.943Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:15.959Z,407be8b01d4ce342
hs2akn81e94qh5g,proposal_view,2026-08-01 08:40:17.409Z,,2026-08-01 08:40:17.386Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:40:17.409Z,407be8b01d4ce342
ll1nrhf9lr7f6j6,page_view,2026-08-01 08:40:18.162Z,"{""from"": ""/questions/0w3z1e5u1y1d83t/proposals/ag1c4yqxa4oe2w4"", ""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:18.802Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:18.162Z,34063db6dedf42bc
g8cyrp22n9s4hff,feed_filter_change,2026-08-01 08:40:19.733Z,"{""feedTab"": ""foryou"", ""selectedLabelId"": null, ""sortMode"": ""Newest""}",2026-08-01 08:40:20.407Z,,,,2026-08-01 08:40:19.733Z,34063db6dedf42bc
5dbpv4zxxh8uzs6,session_start,2026-08-01 08:40:19.734Z,"{""isMobile"": true, ""screenHeight"": 770, ""screenWidth"": 411, ""userAgent"": ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36""}",2026-08-01 08:40:20.410Z,,,,2026-08-01 08:40:19.734Z,34063db6dedf42bc
sv9rg7clelvgj12,page_view,2026-08-01 08:40:19.757Z,"{""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:40:20.411Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:19.757Z,34063db6dedf42bc
6xclmrkyk65rgyv,proposal_view,2026-08-01 08:40:34.999Z,,2026-08-01 08:40:35.611Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:40:34.999Z,34063db6dedf42bc
vacicz2umde9e15,page_view,2026-08-01 08:40:35.008Z,"{""from"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas"", ""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ag1c4yqxa4oe2w4""}",2026-08-01 08:40:35.619Z,0w3z1e5u1y1d83t,,,2026-08-01 08:40:35.008Z,34063db6dedf42bc
hjwbjshsqe3tqf2,proposal_view,2026-08-01 08:40:35.011Z,,2026-08-01 08:40:35.599Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:40:35.011Z,34063db6dedf42bc
j73mb2rl3quks2w,proposal_view,2026-08-01 08:40:36.781Z,,2026-08-01 08:40:37.471Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:40:36.781Z,34063db6dedf42bc
